Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]
0	-20.53976	0	-20.53976	0.0873392	0.106599	0.119611	0.157143	0.364879	0.0693942
10000	-11.74523	0	-11.74523	0.146599	0.0947808	0.0930134	0.334907	0.191898	0.0942406
20000	-13.28494	0	-13.28494	0.300218	0.212447	0.108466	0.250729	0.161357	0.172248
30000	-16.48524	0	-16.48524	0.170356	0.368167	0.119739	0.168532	0.278229	0.166931
40000	-11.64795	0	-11.64795	0.166203	0.248864	0.123513	0.146331	0.151791	0.0892345
50000	-17.36593	0	-17.36593	0.285343	0.147808	0.373473	0.230172	0.128185	0.175383
60000	-21.63999	0	-21.63999	0.246868	0.0953608	0.250234	0.265183	0.338294	0.108036
70000	-16.22324	0	-16.22324	0.175282	0.1326	0.13902	0.194935	0.0591281	0.105772
80000	-15.49334	0	-15.49334	0.379685	0.242167	0.120936	0.297247	0.115339	0.122398
90000	-12.22442	0	-12.22442	0.321618	0.170473	0.0874263	0.645374	0.0967085	0.0742588
100000	-18.73405	0	-18.73405	0.295589	0.305783	0.0943524	0.915808	0.204358	0.0830052
110000	-12.14161	0	-12.14161	0.220013	0.0940822	0.09622	0.248933	0.126412	0.146078
120000	-15.2251	0	-15.2251	0.306856	0.168839	0.263717	0.486384	0.205817	0.191961
130000	-15.64904	0	-15.64904	0.435207	0.407512	0.111687	0.271834	0.143139	0.132464
140000	-20.00508	0	-20.00508	0.183677	0.260845	0.0991701	0.25633	0.253598	0.0534029
150000	-12.26139	0	-12.26139	0.228772	0.17139	0.074479	0.472942	0.0972187	0.179711
160000	-20.18007	0	-20.18007	0.253634	0.135861	0.0922529	0.357714	0.149781	0.220197
170000	-13.23742	0	-13.23742	0.107976	0.333594	0.108301	0.344896	0.105081	0.20351
180000	-9.619735	0	-9.619735	0.193628	0.205495	0.211853	0.380743	0.213086	0.0896123
190000	-15.65629	0	-15.65629	0.0660897	0.293845	0.132786	0.162368	0.20052	0.235777
200000	-15.22246	0	-15.22246	0.257965	0.335944	0.17072	0.311248	0.136073	0.279669
210000	-20.55855	0	-20.55855	0.138347	0.221586	0.409886	0.385768	0.164726	0.189068
220000	-23.456	0	-23.456	0.294921	0.123709	0.585182	0.305037	0.125152	0.0924561
230000	-13.46645	0	-13.46645	0.20869	0.26604	0.131898	0.179306	0.246681	0.147552
240000	-17.93126	0	-17.93126	0.245637	0.198465	0.110207	0.346474	0.0731262	0.285577
250000	-16.25089	0	-16.25089	0.214498	0.486425	0.0606641	0.346521	0.088106	0.0959605
260000	-19.82844	0	-19.82844	0.333718	0.265802	0.0533199	0.471919	0.166957	0.198379
270000	-16.5826	0	-16.5826	0.156092	0.342645	0.132012	0.509623	0.183342	0.484496
280000	-17.08115	0	-17.08115	0.149658	0.0936658	0.178868	0.282063	0.137999	0.22314
290000	-17.39571	0	-17.39571	0.118234	0.117842	0.1519	0.523669	0.177812	0.0518358
300000	-21.4656	0	-21.4656	0.312685	0.176154	0.194658	0.150188	0.120283	0.158539
310000	-22.04506	0	-22.04506	0.332614	0.121963	0.303414	0.175277	0.381396	0.190613
320000	-12.55836	0	-12.55836	0.278659	0.119281	0.170307	0.432974	0.07593	0.226293
330000	-16.09891	0	-16.09891	0.240897	0.266355	0.170254	0.341234	0.0597888	0.0725916
340000	-16.35237	0	-16.35237	0.373469	0.152257	0.294736	0.285562	0.329388	0.132389
350000	-15.92097	0	-15.92097	0.186395	0.120327	0.276491	0.138312	0.293207	0.153908
360000	-16.18472	0	-16.18472	0.16551	0.142522	0.0871949	0.408684	0.212069	0.182408
370000	-18.72338	0	-18.72338	0.248683	0.30202	0.0770682	0.565399	0.121398	0.0938464
380000	-20.55294	0	-20.55294	0.12896	0.187249	0.298216	0.297919	0.109911	0.200552
390000	-22.96367	0	-22.96367	0.233893	0.531224	0.168568	0.336294	0.136355	0.0845517
400000	-23.0163	0	-23.0163	0.0975377	0.427574	0.116647	0.214877	0.184497	0.278024
410000	-12.93121	0	-12.93121	0.177593	0.114327	0.221479	0.493378	0.0702286	0.127184
420000	-13.52984	0	-13.52984	0.356925	0.434914	0.177947	0.165669	0.111135	0.128871
430000	-16.57609	0	-16.57609	0.246583	0.254961	0.352247	0.296432	0.165905	0.131654
440000	-13.5809	0	-13.5809	0.127069	0.263831	0.142477	0.185296	0.142413	0.2059
450000	-9.971244	0	-9.971244	0.325321	0.177544	0.101453	0.370789	0.120914	0.156199
460000	-17.34888	0	-17.34888	0.153015	0.276091	0.164227	0.469185	0.148707	0.102311
470000	-16.31465	0	-16.31465	0.217651	0.245565	0.141815	0.246771	0.178699	0.0779511
480000	-18.81662	0	-18.81662	0.102082	0.207205	0.329035	0.319453	0.216236	0.355294
490000	-22.63394	0	-22.63394	0.172801	0.230619	0.256914	0.111033	0.127929	0.173411
500000	-18.80445	0	-18.80445	0.229151	0.207671	0.301178	0.433122	0.0884915	0.146554
510000	-15.91917	0	-15.91917	0.28788	0.120496	0.204668	0.365924	0.0394227	0.17268
520000	-16.79234	0	-16.79234	0.144084	0.157322	0.22601	0.620877	0.0741533	0.0404767
530000	-17.24592	0	-17.24592	0.234099	0.129129	0.205392	0.221431	0.162624	0.260916
540000	-22.18051	0	-22.18051	0.0894481	0.0907141	0.0887331	0.471003	0.254413	0.0883035
550000	-13.34992	0	-13.34992	0.114765	0.237675	0.10413	0.464444	0.19982	0.0898324
560000	-16.76132	0	-16.76132	0.284109	0.183882	0.0757422	0.129613	0.101788	0.0823581
570000	-12.72227	0	-12.72227	0.146734	0.0875714	0.196551	0.263465	0.0800683	0.122842
580000	-12.74441	0	-12.74441	0.0737898	0.194605	0.089433	0.165274	0.134922	0.167869
590000	-13.51814	0	-13.51814	0.305144	0.285694	0.082295	0.334586	0.0724547	0.0754032
600000	-22.51269	0	-22.51269	0.194726	0.374055	0.0438599	0.238214	0.195386	0.0674897
610000	-16.7526	0	-16.7526	0.379413	0.0451606	0.213488	0.518731	0.0853812	0.231687
620000	-12.32834	0	-12.32834	0.237131	0.147037	0.0736066	0.446594	0.12655	0.109472
630000	-13.97528	0	-13.97528	0.237365	0.242392	0.216188	0.401839	0.0868906	0.0837276
640000	-17.07455	0	-17.07455	0.212765	0.142862	0.137834	0.351755	0.152834	0.0876952
650000	-17.78403	0	-17.78403	0.0699477	0.119629	0.0827773	0.167345	0.0802264	0.159204
660000	-17.54516	0	-17.54516	0.0906684	0.214901	0.19088	0.335394	0.152669	0.0742469
670000	-14.6855	0	-14.6855	0.211382	0.220151	0.155163	0.382999	0.0889813	0.093876
680000	-14.95404	0	-14.95404	0.179878	0.221543	0.127817	0.49449	0.12609	0.16839
690000	-10.246	0	-10.246	0.156547	0.260723	0.10744	0.294599	0.111309	0.110135
700000	-21.25202	0	-21.25202	0.206258	0.340969	0.066295	0.483264	0.124989	0.0565549
710000	-12.11243	0	-12.11243	0.282891	0.149356	0.12383	0.30137	0.181457	0.0801621
720000	-14.48029	0	-14.48029	0.153178	0.0655777	0.107532	0.444117	0.372805	0.0967042
730000	-12.93643	0	-12.93643	0.195389	0.226055	0.182342	0.313197	0.13104	0.181426
740000	-13.71531	0	-13.71531	0.113733	0.193175	0.0809292	0.25069	0.241527	0.0707967
