Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]
0	-61.14839	0	-61.14839	0.161233	0.131032	0.155649	0.224453	0.091384	0.0430649
10000	-39.76439	0	-39.76439	0.163445	0.31871	0.188053	0.350344	0.118056	0.183087
20000	-42.2921	0	-42.2921	0.0931191	0.636698	0.078973	0.390936	0.100828	0.0853375
30000	-46.43888	0	-46.43888	0.199285	0.190564	0.515791	0.196514	0.0907823	0.0344188
40000	-46.56572	0	-46.56572	0.352945	0.370013	0.271166	0.383175	0.0988258	0.11737
50000	-41.50709	0	-41.50709	0.159848	0.332693	0.15736	0.522038	0.0808022	0.0834687
60000	-41.58081	0	-41.58081	0.135594	0.534331	0.220041	0.386542	0.104317	0.101308
70000	-40.6147	0	-40.6147	0.142758	0.332373	0.221891	0.448798	0.211337	0.0850514
80000	-47.53473	0	-47.53473	0.23323	0.601487	0.0943233	0.492654	0.225425	0.0933135
90000	-42.27768	0	-42.27768	0.118064	0.152254	0.240815	0.452867	0.0662432	0.113211
100000	-43.0813	0	-43.0813	0.177228	0.346107	0.106048	0.408962	0.10409	0.154901
110000	-49.80076	0	-49.80076	0.22394	0.471633	0.135314	0.377849	0.132703	0.154326
120000	-41.2216	0	-41.2216	0.089595	0.184368	0.0833284	0.312798	0.122769	0.0616303
130000	-42.87168	0	-42.87168	0.0819035	0.452746	0.258464	0.195346	0.12299	0.110773
140000	-45.23941	0	-45.23941	0.138527	0.33979	0.305882	0.32841	0.126238	0.0550235
150000	-45.32025	0	-45.32025	0.214714	0.410245	0.0903077	0.328838	0.0666066	0.15895
160000	-54.93869	0	-54.93869	0.371694	0.141703	0.216286	0.299991	0.185002	0.0757933
170000	-42.85824	0	-42.85824	0.242618	0.567579	0.127992	0.617372	0.101126	0.092584
180000	-40.25419	0	-40.25419	0.219691	0.279461	0.0982179	0.290879	0.109943	0.11475
190000	-45.7257	0	-45.7257	0.102138	0.391742	0.0791506	0.433207	0.240136	0.0413259
200000	-48.05775	0	-48.05775	0.200063	0.431973	0.145326	0.186289	0.0490804	0.163308
210000	-44.64899	0	-44.64899	0.0875492	0.533399	0.300747	0.405978	0.0599318	0.0539892
220000	-39.36944	0	-39.36944	0.220637	0.372691	0.140371	0.35821	0.0871628	0.13563
230000	-40.54031	0	-40.54031	0.0752922	0.578359	0.0879507	0.303494	0.0891931	0.0940347
240000	-42.63824	0	-42.63824	0.0819819	0.270967	0.177285	0.583011	0.0935378	0.139232
250000	-48.94767	0	-48.94767	0.0936976	0.233671	0.285191	0.507615	0.126552	0.141712
260000	-46.46845	0	-46.46845	0.121071	0.281476	0.364871	0.436903	0.208178	0.0852346
270000	-45.23475	0	-45.23475	0.182391	0.16361	0.236804	0.461327	0.073435	0.164996
280000	-42.73705	0	-42.73705	0.281318	0.308537	0.208038	0.356063	0.192027	0.0691537
290000	-45.83433	0	-45.83433	0.26048	0.492308	0.119969	0.651802	0.0883701	0.0387066
300000	-40.16524	0	-40.16524	0.159286	0.332481	0.0935451	0.225261	0.13522	0.0783782
310000	-42.71707	0	-42.71707	0.100236	0.397333	0.125584	0.318005	0.149476	0.0370007
320000	-45.88253	0	-45.88253	0.274727	0.436118	0.132913	0.251509	0.14262	0.191157
330000	-44.36738	0	-44.36738	0.238558	0.229124	0.428368	0.368446	0.0646628	0.223855
340000	-41.6777	0	-41.6777	0.133284	0.350057	0.247088	0.530629	0.112851	0.190179
350000	-44.07377	0	-44.07377	0.0788354	0.329604	0.409813	0.454953	0.10193	0.259004
360000	-44.2631	0	-44.2631	0.147932	0.219501	0.148025	0.171398	0.117542	0.0855734
370000	-42.50783	0	-42.50783	0.148198	0.262497	0.205233	0.268788	0.0412709	0.0408623
380000	-40.72867	0	-40.72867	0.151236	0.624809	0.112411	0.518272	0.1205	0.0513398
390000	-40.59362	0	-40.59362	0.18199	0.379579	0.214521	0.409875	0.0859185	0.0945153
400000	-46.46335	0	-46.46335	0.201882	0.2166	0.125978	0.31254	0.244556	0.191373
410000	-48.34869	0	-48.34869	0.146696	0.199453	0.148651	0.206365	0.258032	0.189298
