Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]
0	-32.66577	0	-32.66577	0.17545	0.136556	0.0919049	0.133023	0.111334	0.0758017
10000	-30.2862	0	-30.2862	0.186629	0.353388	0.225949	0.447559	0.129707	0.0701975
20000	-35.47591	0	-35.47591	0.181965	0.320633	0.41869	0.211742	0.112131	0.0854543
30000	-30.04341	0	-30.04341	0.169054	0.227688	0.15497	0.209922	0.282368	0.144532
40000	-29.82894	0	-29.82894	0.0732284	0.235839	0.115422	0.174979	0.128938	0.106883
50000	-28.57362	0	-28.57362	0.0776742	0.115682	0.226591	0.223532	0.0641025	0.0706037
60000	-27.28776	0	-27.28776	0.111404	0.211928	0.350702	0.330298	0.120648	0.0851449
70000	-32.43824	0	-32.43824	0.129692	0.164393	0.63661	0.187703	0.078796	0.0708159
80000	-27.96462	0	-27.96462	0.0941095	0.116105	0.0873535	0.106613	0.106864	0.169419
90000	-28.12924	0	-28.12924	0.135262	0.27196	0.273313	0.352192	0.126539	0.0721418
100000	-26.50494	0	-26.50494	0.157792	0.102746	0.210521	0.211592	0.104334	0.150976
110000	-30.39541	0	-30.39541	0.121725	0.154018	0.422093	0.299236	0.0404768	0.141868
120000	-30.45997	0	-30.45997	0.176133	0.10089	0.209195	0.129141	0.208292	0.18569
130000	-30.43923	0	-30.43923	0.14093	0.0957188	0.486626	0.216918	0.109946	0.0947913
140000	-33.33576	0	-33.33576	0.441693	0.150599	0.150528	0.214514	0.168227	0.119223
150000	-34.55079	0	-34.55079	0.0435739	0.223974	0.0379697	0.22075	0.0649238	0.0595776
160000	-38.20935	0	-38.20935	0.10302	0.0580908	0.36913	0.0732718	0.146037	0.19848
170000	-29.0299	0	-29.0299	0.214437	0.0886762	0.143232	0.216186	0.0930325	0.218912
180000	-29.5118	0	-29.5118	0.431642	0.0901646	0.251746	0.302329	0.0863393	0.135811
190000	-26.33126	0	-26.33126	0.199493	0.0864423	0.203348	0.253068	0.0993633	0.0919502
200000	-30.75853	0	-30.75853	0.0693892	0.0574253	0.277761	0.452171	0.0747987	0.101011
210000	-30.88146	0	-30.88146	0.0472696	0.150925	0.218196	0.211223	0.127363	0.0710007
220000	-28.02304	0	-28.02304	0.174281	0.214125	0.119365	0.237172	0.13995	0.203481
230000	-27.49896	0	-27.49896	0.125806	0.133277	0.0996649	0.154322	0.190386	0.197007
240000	-37.43904	0	-37.43904	0.426224	0.249562	0.12217	0.448318	0.141703	0.207034
250000	-27.98397	0	-27.98397	0.238472	0.102237	0.401104	0.219371	0.0884021	0.0736493
260000	-33.46893	0	-33.46893	0.120944	0.0395082	0.199562	0.384496	0.0908788	0.110186
270000	-29.55157	0	-29.55157	0.10065	0.200511	0.32891	0.170507	0.109618	0.139152
280000	-31.0245	0	-31.0245	0.202405	0.140356	0.208481	0.12028	0.163305	0.112552
290000	-27.67679	0	-27.67679	0.240762	0.110988	0.153013	0.239108	0.125774	0.0769753
300000	-29.29473	0	-29.29473	0.0998073	0.244974	0.331995	0.20874	0.15953	0.212885
310000	-31.29787	0	-31.29787	0.151373	0.241562	0.226751	0.116798	0.122505	0.093356
320000	-27.47302	0	-27.47302	0.0544169	0.203723	0.102776	0.227621	0.051175	0.148258
330000	-29.94314	0	-29.94314	0.118115	0.113696	0.127697	0.50747	0.147787	0.128137
340000	-30.02049	0	-30.02049	0.102234	0.059038	0.173833	0.276352	0.0973764	0.0376736
350000	-33.30105	0	-33.30105	0.135432	0.359252	0.379063	0.221839	0.11822	0.0808309
360000	-33.71094	0	-33.71094	0.162828	0.16736	0.286099	0.215975	0.0295001	0.353751
370000	-27.63414	0	-27.63414	0.116331	0.139523	0.228661	0.18503	0.0954627	0.0660574
380000	-32.29119	0	-32.29119	0.124957	0.14646	0.62911	0.244553	0.110137	0.176833
390000	-29.27423	0	-29.27423	0.153364	0.0776585	0.233761	0.175525	0.0872259	0.14296
400000	-29.51942	0	-29.51942	0.242817	0.186714	0.279705	0.129537	0.142242	0.131685
410000	-27.31229	0	-27.31229	0.0621436	0.130486	0.189354	0.244127	0.120341	0.19477
420000	-31.1199	0	-31.1199	0.0563882	0.242251	0.408862	0.134952	0.112669	0.213382
430000	-26.4638	0	-26.4638	0.118635	0.141991	0.271336	0.181665	0.0657836	0.0907577
440000	-25.60126	0	-25.60126	0.10766	0.165078	0.0862148	0.215738	0.0877086	0.0845265
450000	-28.42883	0	-28.42883	0.104343	0.0908059	0.198206	0.12048	0.0715845	0.0515632
460000	-27.78432	0	-27.78432	0.154386	0.221826	0.245863	0.233828	0.0796101	0.155903
470000	-27.86248	0	-27.86248	0.156422	0.183258	0.319161	0.154551	0.148501	0.0999105
480000	-29.53029	0	-29.53029	0.0793815	0.102241	0.226415	0.224971	0.062446	0.0553809
490000	-32.08415	0	-32.08415	0.368785	0.0790802	0.354074	0.300153	0.0671798	0.2009
500000	-30.2221	0	-30.2221	0.0654302	0.092109	0.136099	0.235368	0.0553598	0.102457
510000	-34.43258	0	-34.43258	0.326366	0.0696857	0.281161	0.189847	0.130692	0.163168
520000	-28.06615	0	-28.06615	0.159538	0.240088	0.150192	0.258793	0.105682	0.185553
530000	-26.94607	0	-26.94607	0.135579	0.132676	0.19088	0.187628	0.0882986	0.272211
540000	-28.48876	0	-28.48876	0.0502172	0.205332	0.159073	0.357315	0.113903	0.115083
550000	-31.40429	0	-31.40429	0.324508	0.2153	0.133213	0.358751	0.0701473	0.0853288
560000	-32.82989	0	-32.82989	0.0386127	0.119989	0.213814	0.165807	0.0765834	0.143372
570000	-29.89389	0	-29.89389	0.0833023	0.319889	0.156073	0.127238	0.0639819	0.0488542
580000	-29.90879	0	-29.90879	0.110111	0.339365	0.371532	0.222226	0.158541	0.104139
590000	-29.0094	0	-29.0094	0.100656	0.15836	0.426707	0.114221	0.129312	0.0935497
600000	-28.94468	0	-28.94468	0.185328	0.0758369	0.250509	0.187417	0.0608205	0.0732227
610000	-29.8368	0	-29.8368	0.226112	0.27173	0.299289	0.255373	0.0928363	0.0908612
620000	-29.99983	0	-29.99983	0.17724	0.160547	0.142003	0.509512	0.0909578	0.139115
630000	-30.09294	0	-30.09294	0.217502	0.229847	0.163434	0.177858	0.0504459	0.16783
640000	-30.93199	0	-30.93199	0.0919367	0.106768	0.413812	0.233485	0.061379	0.107392
650000	-30.27239	0	-30.27239	0.27806	0.203529	0.128822	0.329108	0.0838965	0.18417
660000	-31.73214	0	-31.73214	0.242794	0.0929915	0.240899	0.170676	0.280918	0.098283
670000	-29.77438	0	-29.77438	0.28532	0.152776	0.203181	0.146933	0.0929483	0.177992
680000	-30.31901	0	-30.31901	0.112375	0.0711324	0.0886203	0.245049	0.25788	0.173097
690000	-30.29046	0	-30.29046	0.120206	0.382671	0.203122	0.16843	0.0861164	0.0760571
700000	-26.26612	0	-26.26612	0.173604	0.137652	0.153542	0.410492	0.131689	0.109026
710000	-32.36631	0	-32.36631	0.107886	0.180715	0.314366	0.49386	0.263029	0.134068
720000	-28.24025	0	-28.24025	0.20816	0.247391	0.226873	0.234349	0.12783	0.0803642
730000	-28.02546	0	-28.02546	0.291155	0.103046	0.104224	0.219371	0.0776651	0.0576098
740000	-33.05916	0	-33.05916	0.122372	0.213186	0.190242	0.402498	0.155218	0.286622
750000	-29.79697	0	-29.79697	0.28625	0.0816802	0.29445	0.34181	0.0996581	0.111851
760000	-31.07618	0	-31.07618	0.159374	0.297068	0.319334	0.197132	0.133059	0.221684
770000	-29.78875	0	-29.78875	0.260671	0.109358	0.130138	0.147073	0.0866768	0.0957148
780000	-28.51426	0	-28.51426	0.17357	0.11095	0.267029	0.129357	0.0767886	0.0587584
790000	-28.31264	0	-28.31264	0.208431	0.120184	0.10907	0.0929453	0.113036	0.0753212
800000	-34.84588	0	-34.84588	0.238077	0.231241	0.539978	0.265522	0.123864	0.197404
810000	-26.39438	0	-26.39438	0.180951	0.185022	0.122723	0.251597	0.106206	0.191696
820000	-27.89767	0	-27.89767	0.116709	0.173973	0.154519	0.311281	0.0651214	0.0530637
830000	-26.68276	0	-26.68276	0.125079	0.190082	0.21964	0.15401	0.0606886	0.0947374
840000	-27.47727	0	-27.47727	0.164712	0.067029	0.151355	0.273231	0.0641191	0.0926801
850000	-29.46482	0	-29.46482	0.295847	0.161556	0.233685	0.151387	0.0642312	0.115078
860000	-26.07511	0	-26.07511	0.0905447	0.105063	0.146572	0.20257	0.106025	0.0782357
870000	-31.71316	0	-31.71316	0.251694	0.210374	0.117348	0.117147	0.245351	0.102269
880000	-28.95555	0	-28.95555	0.111669	0.156785	0.214247	0.20398	0.137378	0.185976
890000	-31.01998	0	-31.01998	0.141362	0.302404	0.145654	0.211349	0.151165	0.171895
900000	-31.23004	0	-31.23004	0.0808584	0.133301	0.36081	0.249579	0.0503835	0.171783
910000	-29.94677	0	-29.94677	0.347012	0.089889	0.121596	0.240113	0.11301	0.183325
920000	-29.815	0	-29.815	0.313067	0.13597	0.224614	0.203379	0.0847333	0.14507
930000	-28.34193	0	-28.34193	0.19941	0.0930398	0.247578	0.20102	0.0981896	0.0607457
940000	-29.20279	0	-29.20279	0.195329	0.309933	0.137897	0.265356	0.072494	0.129997
950000	-29.17835	0	-29.17835	0.0944055	0.230852	0.276588	0.349202	0.0999975	0.0613328
960000	-28.75672	0	-28.75672	0.278105	0.192821	0.226721	0.249396	0.0628885	0.206811
970000	-28.60062	0	-28.60062	0.173841	0.213261	0.132625	0.119362	0.147295	0.102511
980000	-31.41433	0	-31.41433	0.15107	0.190673	0.288185	0.225152	0.152316	0.138273
990000	-27.96956	0	-27.96956	0.154631	0.123065	0.245745	0.33344	0.12621	0.0943475
1000000	-35.0269	0	-35.0269	0.310141	0.0485555	0.122343	0.221056	0.088239	0.265192
1010000	-32.36214	0	-32.36214	0.0899132	0.241784	0.418642	0.110041	0.241552	0.0954498
1020000	-31.4386	0	-31.4386	0.0801389	0.273541	0.140125	0.175389	0.0567448	0.0983717
1030000	-27.03783	0	-27.03783	0.113385	0.102425	0.225123	0.284039	0.153271	0.108092
1040000	-28.23303	0	-28.23303	0.250766	0.0958204	0.164142	0.110881	0.139983	0.152191
1050000	-28.88352	0	-28.88352	0.14211	0.0493292	0.126935	0.212396	0.0770567	0.242614
1060000	-28.85236	0	-28.85236	0.243631	0.106202	0.19776	0.184762	0.250412	0.108389
1070000	-29.07849	0	-29.07849	0.158147	0.169145	0.224457	0.12075	0.0770509	0.148637
1080000	-29.05803	0	-29.05803	0.14607	0.239856	0.194531	0.129899	0.0952084	0.191679
1090000	-31.56299	0	-31.56299	0.149011	0.0614021	0.354213	0.162381	0.165971	0.240955
1100000	-29.97245	0	-29.97245	0.194378	0.18643	0.396488	0.204047	0.0749409	0.189184
1110000	-28.43281	0	-28.43281	0.136489	0.163375	0.11007	0.158313	0.0646827	0.100158
1120000	-31.00459	0	-31.00459	0.246279	0.310195	0.18322	0.138964	0.176127	0.0818478
1130000	-35.39416	0	-35.39416	0.142344	0.189515	0.459324	0.285095	0.148299	0.127431
1140000	-27.9152	0	-27.9152	0.235701	0.127398	0.2323	0.0963771	0.136545	0.102841
1150000	-32.62408	0	-32.62408	0.345312	0.107968	0.225912	0.409475	0.103588	0.18289
1160000	-31.56537	0	-31.56537	0.323585	0.283478	0.156266	0.283595	0.0937351	0.166891
1170000	-28.70881	0	-28.70881	0.222861	0.229232	0.21897	0.255742	0.176022	0.0908047
1180000	-35.65054	0	-35.65054	0.185434	0.11562	0.301495	0.612357	0.231363	0.0876196
1190000	-27.51249	0	-27.51249	0.246882	0.122426	0.176274	0.216147	0.15325	0.172872
1200000	-27.24452	0	-27.24452	0.154823	0.196939	0.0880937	0.160292	0.132777	0.103691
1210000	-39.98525	0	-39.98525	0.55983	0.113405	0.308284	0.384329	0.196897	0.174517
1220000	-27.87085	0	-27.87085	0.167991	0.125724	0.0965639	0.127219	0.0627044	0.0617988
1230000	-25.59353	0	-25.59353	0.105495	0.207284	0.213447	0.153203	0.106635	0.126637
1240000	-29.75273	0	-29.75273	0.126947	0.156204	0.136992	0.204426	0.101969	0.18344
1250000	-28.42053	0	-28.42053	0.0672373	0.349647	0.158964	0.125099	0.0795412	0.106619
1260000	-27.91821	0	-27.91821	0.0620545	0.23537	0.183907	0.199499	0.0721642	0.198768
1270000	-31.12104	0	-31.12104	0.0777807	0.0881215	0.161222	0.308816	0.137321	0.200338
1280000	-31.308	0	-31.308	0.172517	0.0746313	0.309131	0.374557	0.171654	0.147955
1290000	-31.1398	0	-31.1398	0.100768	0.185932	0.460587	0.205864	0.0652864	0.144557
1300000	-25.96979	0	-25.96979	0.158432	0.15458	0.239054	0.211461	0.085103	0.189937
1310000	-31.69637	0	-31.69637	0.0519744	0.16514	0.452833	0.180815	0.170839	0.247583
1320000	-29.23555	0	-29.23555	0.104008	0.148286	0.236869	0.171784	0.309109	0.12036
1330000	-33.6778	0	-33.6778	0.158379	0.114733	0.377292	0.165095	0.176935	0.204118
1340000	-25.34807	0	-25.34807	0.100098	0.161583	0.162715	0.147954	0.0849111	0.0838133
1350000	-32.14192	0	-32.14192	0.244275	0.188985	0.546986	0.159326	0.12022	0.153183
1360000	-27.86554	0	-27.86554	0.287829	0.183136	0.18713	0.154024	0.101874	0.0797539
1370000	-26.22636	0	-26.22636	0.146012	0.116376	0.175374	0.266726	0.104433	0.0776313
1380000	-29.20424	0	-29.20424	0.0683214	0.286947	0.244254	0.195025	0.0843952	0.22483
1390000	-27.29742	0	-27.29742	0.136074	0.288431	0.189381	0.259926	0.0865895	0.189502
1400000	-30.45365	0	-30.45365	0.182045	0.217296	0.109241	0.293839	0.0596281	0.166832
1410000	-30.18338	0	-30.18338	0.135273	0.215018	0.469907	0.209145	0.125484	0.223708
1420000	-28.98237	0	-28.98237	0.0801293	0.161345	0.116632	0.156302	0.10635	0.153451
1430000	-27.22212	0	-27.22212	0.155078	0.182677	0.18001	0.174801	0.0615123	0.213271
1440000	-31.27619	0	-31.27619	0.198774	0.13486	0.128749	0.315564	0.0594948	0.049017
1450000	-26.86803	0	-26.86803	0.11213	0.158611	0.149649	0.169946	0.132736	0.151325
1460000	-29.26596	0	-29.26596	0.156017	0.272832	0.231409	0.241437	0.171337	0.168642
1470000	-26.79831	0	-26.79831	0.124197	0.186162	0.128237	0.173278	0.195941	0.11246
1480000	-31.89157	0	-31.89157	0.243261	0.110931	0.202336	0.370009	0.0689788	0.18306
1490000	-33.60231	0	-33.60231	0.206184	0.338549	0.27708	0.509858	0.0464748	0.134016
