Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]
0	-35.43055	0	-35.43055	0.139725	0.126907	0.278411	0.147955	0.18102	0.113278
10000	-18.68929	0	-18.68929	0.123218	0.104567	0.0887287	0.319563	0.155558	0.171721
20000	-18.71156	0	-18.71156	0.198433	0.224753	0.121604	0.255453	0.156524	0.267417
30000	-19.47197	0	-19.47197	0.167277	0.524863	0.137339	0.280446	0.145936	0.264291
40000	-25.90932	0	-25.90932	0.147076	0.294146	0.194157	0.327929	0.181116	0.274949
50000	-12.82711	0	-12.82711	0.187806	0.22975	0.135624	0.248253	0.0975517	0.132511
60000	-21.51499	0	-21.51499	0.0823488	0.301715	0.240279	0.274687	0.131647	0.0568338
70000	-16.49618	0	-16.49618	0.166369	0.436151	0.0538764	0.287905	0.0973482	0.107826
80000	-19.06766	0	-19.06766	0.0725556	0.187035	0.1389	0.165179	0.158756	0.233177
90000	-17.63605	0	-17.63605	0.085146	0.311184	0.129866	0.216551	0.165913	0.147069
100000	-17.34106	0	-17.34106	0.0924911	0.193641	0.0997452	0.265317	0.195202	0.266579
110000	-20.81591	0	-20.81591	0.0421264	0.433562	0.176554	0.300273	0.201654	0.174705
120000	-15.68199	0	-15.68199	0.138236	0.332091	0.147229	0.149201	0.119282	0.0643417
130000	-21.3253	0	-21.3253	0.204278	0.23838	0.243443	0.197447	0.207867	0.161327
140000	-19.67104	0	-19.67104	0.117938	0.321395	0.390068	0.25887	0.120779	0.168761
150000	-18.36969	0	-18.36969	0.0829414	0.255098	0.108809	0.499746	0.133919	0.0817258
160000	-23.02811	0	-23.02811	0.186915	0.151039	0.0729876	0.222251	0.170369	0.0920626
170000	-19.67127	0	-19.67127	0.160059	0.374211	0.330834	0.184681	0.145124	0.115163
180000	-23.20063	0	-23.20063	0.225188	0.399673	0.295082	0.111449	0.0435825	0.122239
190000	-15.59486	0	-15.59486	0.254442	0.198375	0.141413	0.249832	0.199363	0.196012
200000	-23.93658	0	-23.93658	0.217939	0.509357	0.170307	0.156807	0.0729541	0.149639
