Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]
0	-137.6621	0	-137.6621	0.318448	0.116654	0.234721	0.15361	0.240254	0.130891
10000	-47.97821	0	-47.97821	0.169434	0.159824	0.244335	0.214595	0.0671272	0.10703
20000	-44.69265	0	-44.69265	0.441344	0.199716	0.137526	0.33728	0.0713462	0.171105
30000	-48.16164	0	-48.16164	0.140313	0.260966	0.138506	0.41414	0.0739466	0.0687367
40000	-54.69213	0	-54.69213	0.184377	0.459988	0.128173	0.300852	0.140747	0.162609
50000	-47.27087	0	-47.27087	0.149538	0.423141	0.212791	0.224286	0.0936829	0.13113
60000	-46.78416	0	-46.78416	0.387846	0.248219	0.237587	0.335375	0.121558	0.105562
70000	-53.95421	0	-53.95421	0.195413	0.255605	0.138485	0.333702	0.160995	0.177618
80000	-56.25406	0	-56.25406	0.241238	0.460797	0.0958	0.3846	0.101513	0.146287
90000	-51.51511	0	-51.51511	0.369526	0.159028	0.0810712	0.178893	0.0939791	0.16114
100000	-52.65842	0	-52.65842	0.166054	0.263494	0.16156	0.447947	0.0786734	0.0820157
110000	-49.62177	0	-49.62177	0.519264	0.25645	0.219634	0.349462	0.0994535	0.112426
120000	-52.46882	0	-52.46882	0.266465	0.353625	0.251586	0.258402	0.0935059	0.152942
130000	-44.82409	0	-44.82409	0.314185	0.334781	0.0949986	0.344118	0.0822464	0.101568
140000	-60.09015	0	-60.09015	0.162041	0.382232	0.0615018	0.472027	0.30664	0.125665
150000	-53.08848	0	-53.08848	0.130601	0.333027	0.0613261	0.184869	0.15824	0.0807925
160000	-56.63834	0	-56.63834	0.20845	0.687661	0.206842	0.317709	0.0357749	0.194159
170000	-50.55887	0	-50.55887	0.287785	0.268173	0.164092	0.20033	0.0959534	0.0652698
180000	-51.44233	0	-51.44233	0.183477	0.465761	0.098806	0.380795	0.146532	0.103951
190000	-47.78912	0	-47.78912	0.325197	0.413976	0.125985	0.22984	0.160969	0.0447654
200000	-53.92067	0	-53.92067	0.500595	0.141928	0.147969	0.265737	0.197822	0.0535592
210000	-53.10186	0	-53.10186	0.250107	0.626909	0.220786	0.22777	0.231841	0.118789
220000	-50.59334	0	-50.59334	0.363341	0.377703	0.0948792	0.171005	0.0833878	0.190955
230000	-54.21812	0	-54.21812	0.188646	0.15948	0.17076	0.2836	0.145599	0.187325
240000	-51.3843	0	-51.3843	0.11424	0.227767	0.212458	0.323606	0.177465	0.12973
250000	-53.40113	0	-53.40113	0.207705	0.213033	0.448261	0.253584	0.0397382	0.0466275
