taxon	int_1	int_2	int_3
t1	0	1	0
t2	0	0	1
t5	1	1	0
t6	1	1	0
t7	0	1	0
t8	0	0	1
t10	1	1	1
t11	1	1	0
t13	0	1	0
t14	1	1	0
t15	1	0	0
t16	1	0	0
t20	1	0	0
t21	0	0	1
t22	1	0	0
t23	1	0	0
t24	1	0	0
t25	1	0	0
t27	1	0	0
t28	1	0	0
t29	1	0	0
t31	1	0	0
t32	1	1	0
t34	1	1	0
t36	1	0	0
t37	1	0	0
t38	1	0	0
t41	1	0	0
t42	1	0	0
t43	0	1	0
t44	0	1	0
t46	0	1	0
t47	1	1	0
t49	1	0	0
t50	1	0	0
t51	1	0	0
t52	1	0	0
t53	1	0	0
t55	1	0	0
t56	1	0	0
t58	1	0	0
t59	1	0	0
t60	1	0	0
t61	1	0	0
t64	1	0	0
t66	1	1	0
t68	1	0	0
t70	1	0	0
t71	1	0	0
t72	1	0	0
t73	1	0	0
t75	1	0	0
t78	1	0	0
t80	1	0	0
t81	1	0	0
t82	1	0	0
t84	1	0	0
t87	1	0	0
t88	0	1	0
t89	1	1	0
t91	0	1	0
t93	1	0	0
t96	1	0	0
t98	1	0	0
t102	1	0	0
t103	1	0	0
t106	1	0	0
t107	1	0	0
t111	1	0	0
t113	1	0	0
t114	1	0	0
t115	1	0	0
t117	1	0	0
t124	1	0	0
t125	1	0	0
t129	1	0	0
t130	1	0	0
t131	1	0	0
t132	1	0	0
t133	1	0	0
t135	1	0	0
t136	1	0	0
t137	1	0	0
t138	1	0	0
t140	1	0	0
t141	1	0	0
t142	1	0	0
t143	1	0	0
t145	1	0	0
t148	1	0	0
t149	1	0	0
t152	1	1	0
t153	1	1	0
t154	1	0	0
t155	1	0	0
t157	1	0	0
t158	1	1	0
t159	1	1	0
t160	0	1	0
t161	1	0	0
t164	1	0	0
t167	1	0	0
t168	1	0	0
t169	1	0	0
t170	1	0	0
t173	1	0	0
t174	1	0	0
t177	1	0	0
t178	1	0	0
t183	1	0	0
t186	1	0	0
t187	1	1	0
t188	1	0	0
t189	1	0	0
t192	1	0	0
t194	1	0	0
t195	1	0	0
t196	1	0	0
t202	1	0	0
t204	1	0	0
t205	1	0	0
t210	1	0	0
t211	1	0	0
t214	1	1	0
t215	1	1	0
t216	1	0	0
t218	1	0	0
t219	1	0	0
t220	1	0	0
t222	1	0	0
t223	1	0	0
t225	1	0	0
t226	1	0	0
t227	1	1	0
t228	1	0	0
t229	1	0	0
t231	0	1	0
t234	1	0	0
t235	1	0	0
t237	1	0	0
t239	1	0	0
t243	1	0	0
t244	1	0	0
t246	1	0	0
t249	0	1	0
t250	1	1	0
t252	1	1	0
t254	1	0	0
t255	1	0	0
t257	1	0	0
t262	1	0	0
t265	1	0	0
t266	1	0	0
t269	1	0	0
t272	1	0	0
t273	1	0	0
t274	1	0	0
t275	1	0	0
t276	1	0	0
t277	1	0	0
t278	1	0	0
t279	1	0	0
t280	1	0	0
t281	1	0	0
t283	1	0	0
t284	1	0	0
t285	1	0	0
t288	1	0	0
t289	1	0	0
t292	1	0	0
t294	1	0	0
t297	1	0	0
t298	1	0	0
t302	1	0	0
t306	1	1	0
t307	1	1	0
t308	1	0	0
t309	1	0	0
t310	1	0	0
t311	1	0	0
t312	1	0	0
t314	1	0	0
t315	1	0	0
t316	1	0	0
t319	1	0	0
t320	1	0	0
t321	1	0	0
t322	1	0	0
t324	1	0	0
t325	1	0	0
t326	1	0	0
t331	1	1	0
t332	1	0	0
t333	1	0	0
t334	1	0	0
t339	1	0	0
t341	1	0	0
t346	1	0	0
t348	1	0	0
t353	1	0	0
t358	1	0	0
t360	1	0	0
t366	1	0	0
t367	1	0	0
t372	1	0	0
t373	1	0	0
t376	1	0	0
t378	1	0	0
t379	1	0	0
t382	1	0	0
t385	1	0	0
t387	1	0	0
t388	1	0	0
t389	1	0	0
t392	1	0	0
t394	1	0	0
t395	1	0	0
t397	1	0	0
t400	1	0	0
t402	1	0	0
t403	1	0	0
t404	1	0	0
t408	1	0	0
t410	1	0	0
t416	1	0	0
t417	1	0	0
t421	1	0	0
t430	1	0	0
t431	1	0	0
t433	1	0	0
t435	1	0	0
t440	1	0	0
t449	1	0	0
t451	1	0	0
t455	1	0	0
t456	1	0	0
t457	1	0	0
t458	1	0	0
t459	1	0	0
t461	1	0	0
t462	1	0	0
t465	1	0	0
t466	1	0	0
t467	1	0	0
t468	1	0	0
t470	1	0	0
t471	1	0	0
t474	1	0	0
t475	1	0	0
t476	1	0	0
t482	1	0	0
t496	1	0	0
t503	1	0	0
t507	1	0	0
t509	1	0	0
t518	1	0	0
t522	1	0	0
t523	1	0	0
t524	1	0	0
t526	1	0	0
t529	1	0	0
t531	1	0	0
t532	1	0	0
t533	1	0	0
t535	1	0	0
t539	1	0	0
t540	1	0	0
t543	1	0	0
t545	1	0	0
t546	1	0	0
t547	1	0	0
t548	1	0	0
t549	1	0	0
t550	1	0	0
t551	1	0	0
t554	1	0	0
t557	1	0	0
t559	1	0	0
t567	1	0	0
t569	1	0	0
t570	1	0	0
t579	1	0	0
t583	1	0	0
t586	1	0	0
t588	1	0	0
t590	1	0	0
t591	1	0	0
t592	1	0	0
t604	1	0	0
t605	1	0	0
t613	1	0	0
t616	1	0	0
t620	1	0	0
t626	1	0	0
t631	1	0	0
