taxon	int_1	int_2
t1	1	1
t2	0	1
t3	1	1
t4	1	0
t5	0	1
t6	0	1
t9	1	0
t10	1	0
t11	1	0
t12	1	0
t14	1	0
t15	1	0
t17	1	0
t19	1	0
t21	1	0
t23	1	0
t24	1	0
t26	0	1
t29	1	1
t30	1	0
t31	0	1
t32	1	1
t33	1	0
t34	1	0
t35	1	0
t37	1	0
t38	1	0
t40	1	0
t41	1	0
t43	1	0
t44	1	1
t46	1	0
t47	1	0
t48	1	0
t49	1	0
t50	1	0
t51	1	0
t53	1	0
t61	1	0
t62	1	0
t64	1	0
t67	1	0
t68	1	0
t69	1	0
t71	1	0
t72	1	0
t74	1	0
t75	1	0
t76	1	0
t77	1	1
t78	0	1
t79	1	0
t81	1	1
t83	1	0
t86	1	0
t87	1	0
t88	1	0
t89	1	0
t90	1	0
t95	1	0
t97	1	0
t98	1	0
t99	0	1
t100	1	0
t101	1	0
t105	1	0
t106	1	0
t110	1	0
t113	1	0
t116	1	0
t117	1	0
t119	1	0
t121	1	0
t123	1	0
t126	1	0
t128	1	0
t129	1	0
t131	1	0
t132	1	0
t134	1	0
t135	1	0
t141	1	0
t148	1	0
t150	1	0
t155	1	0
t156	1	0
t157	0	1
t158	1	0
t162	1	0
t165	0	1
t166	1	0
t168	1	0
t169	1	0
t170	1	0
t171	1	0
t172	1	0
t173	1	0
t174	1	0
t176	1	0
t177	1	0
t179	1	0
t180	1	0
t186	1	0
t187	1	0
t191	1	0
t193	1	0
t194	1	0
t195	1	0
t197	1	0
t199	1	0
t200	1	0
t202	1	0
t203	1	0
t206	1	0
t210	1	0
t211	1	0
t212	1	0
t213	1	0
t214	1	0
t217	1	0
t218	1	0
t220	1	0
t221	1	0
t222	1	0
t228	1	0
t234	1	0
t236	1	0
t237	1	0
t239	1	0
t241	1	0
t242	1	0
t244	1	0
t245	1	0
t247	1	0
t248	1	0
t249	1	0
t253	1	0
t257	1	0
t258	1	0
t259	1	0
t260	1	0
t261	1	0
t262	1	0
t263	1	0
t266	1	0
t269	1	0
t271	1	0
t274	1	0
t275	1	0
t276	1	0
t277	1	0
t278	1	0
t280	1	0
t281	1	0
t282	1	0
t283	1	0
t285	1	0
t289	1	0
t293	1	0
t296	1	0
t297	1	0
t299	1	0
t300	1	0
t301	1	0
t304	1	0
t306	1	0
t309	1	0
t310	1	0
t313	1	0
t315	1	0
t316	1	0
t318	1	0
t319	1	0
t320	1	0
t325	1	0
t326	1	0
t328	1	0
t329	1	0
t333	1	0
t334	1	0
t338	1	0
t342	1	0
t343	1	0
t344	1	0
t346	1	0
t347	1	0
t351	1	0
t352	1	0
t354	1	0
t356	1	0
t359	1	0
t360	1	0
t365	1	0
t366	1	0
t367	1	0
t369	1	0
t370	1	0
t372	1	0
t373	1	0
t375	1	0
t376	1	0
t378	1	0
t379	1	0
t380	1	0
t383	1	0
t384	1	0
t390	1	0
t393	1	0
t395	1	0
t404	1	0
t405	1	0
t407	1	0
t408	1	0
t410	1	0
t413	1	0
t415	1	0
t416	1	0
t418	1	0
t420	1	0
t421	1	0
t424	1	0
t425	1	0
t426	1	0
t428	1	0
t432	1	0
t435	1	0
t436	1	0
t440	1	0
t441	1	0
t445	1	0
