taxon	int_1	int_2
t1	0	1
t2	1	1
t4	1	1
t5	1	1
t7	0	1
t8	1	0
t11	0	1
t12	1	1
t13	1	1
t14	0	1
t15	0	1
t16	1	1
t17	1	0
t18	1	0
t19	1	1
t20	1	1
t21	1	0
t22	1	0
t24	1	0
t26	1	1
t28	1	0
t29	1	0
t30	1	0
t32	1	1
t34	0	1
t36	0	1
t37	0	1
t40	1	0
t41	1	0
t42	1	0
t43	1	1
t44	0	1
t45	1	0
t46	1	0
t47	1	0
t49	1	0
t51	1	0
t52	1	0
t53	1	0
t54	0	1
t55	1	0
t56	0	1
t57	0	1
t59	1	0
t60	1	0
t61	1	0
t63	1	0
t64	1	0
t66	1	0
t67	1	0
t68	1	0
t70	1	0
t71	1	0
t72	1	1
t73	1	0
t74	1	1
t76	1	1
t77	1	0
t78	0	1
t79	0	1
t81	0	1
t83	1	0
t84	1	0
t86	1	0
t89	1	0
t92	1	0
t93	1	0
t94	1	0
t95	1	0
t97	1	0
t98	1	0
t101	1	0
t106	1	0
t107	1	0
t108	1	0
t109	1	0
t110	1	0
t112	1	0
t114	1	0
t115	1	1
t116	1	0
t118	1	0
t120	1	0
t123	1	0
t124	1	0
t125	1	0
t126	1	0
t127	1	0
t128	1	0
t129	1	1
t132	1	0
t133	0	1
t134	1	1
t136	1	1
t137	0	1
t138	1	0
t139	1	0
t140	1	0
t141	1	0
t143	1	0
t144	1	0
t146	0	1
t147	0	1
t150	1	0
t153	1	0
t154	1	0
t156	1	0
t157	1	0
t160	1	0
t161	1	0
t162	1	0
t164	1	0
t165	1	0
t167	1	0
t168	1	0
t170	1	0
t171	1	0
t172	1	0
t173	1	0
t175	1	0
t178	1	0
t183	1	0
t184	1	0
t188	1	0
t193	1	0
t195	1	0
t197	1	0
t198	1	0
t200	1	0
t201	1	0
t202	1	0
t203	1	0
t204	1	0
t205	1	0
t206	1	0
t207	1	0
t208	1	0
t211	1	0
t212	1	0
t214	1	0
t215	1	0
t217	0	1
t218	1	0
t220	1	0
t221	1	0
t223	1	0
t224	1	0
t226	1	0
t229	0	1
t231	1	0
t232	1	0
t236	1	0
t237	1	0
t241	1	0
t242	1	0
t245	1	0
t246	1	0
t247	1	0
t250	1	1
t251	1	1
t252	1	0
t253	0	1
t254	0	1
t255	1	1
t256	1	0
t259	1	0
t260	1	0
t263	1	0
t264	1	0
t266	1	0
t268	1	0
t270	1	0
t273	1	0
t274	1	0
t286	1	0
t289	1	0
t291	1	0
t292	1	0
t294	1	0
t296	1	0
t297	1	0
t300	1	0
t301	1	0
t302	1	0
t303	1	0
t307	1	0
t311	1	0
t314	1	0
t315	1	0
t316	1	0
t317	1	0
t322	1	0
t323	1	0
t332	1	0
t334	1	0
t335	1	0
t336	1	0
t337	0	1
t338	1	0
t339	1	0
t340	1	0
t342	1	0
t343	1	0
t344	1	0
t345	1	0
t347	1	0
t349	1	0
t350	1	0
t351	1	0
t352	0	1
t353	1	0
t354	1	0
t355	1	0
t357	1	0
t361	1	0
t362	1	0
t363	1	0
t365	1	0
t367	1	0
t368	1	0
t369	0	1
t370	1	0
t371	1	0
t372	1	0
t373	1	0
t374	1	0
t379	1	0
t381	1	0
t382	1	0
t383	1	0
t384	1	0
t385	1	0
t386	1	0
t390	1	0
t391	1	0
t400	1	0
t401	1	0
t402	1	0
t407	1	0
t410	1	0
t414	1	0
t416	1	0
t417	1	0
t418	1	0
t421	1	0
t424	1	0
t425	1	0
t426	1	0
t429	1	0
t432	1	0
t435	1	0
t436	1	0
t438	1	0
t439	1	0
t441	1	0
t442	1	0
t443	1	0
t444	1	0
t445	1	0
t446	1	0
t447	1	0
t449	1	0
t451	1	0
t452	1	0
t454	1	0
t456	1	0
t457	1	0
t459	1	0
t460	1	0
t461	1	0
t462	1	0
t463	1	0
t468	1	0
t469	1	0
t475	1	0
t476	1	0
t477	1	0
t481	1	0
t484	1	0
t486	1	0
t490	1	0
t492	1	0
t500	1	0
t502	1	0
t506	1	0
t510	1	0
t512	1	0
t514	1	0
t516	1	0
t517	1	0
t518	1	0
t519	1	0
t525	1	0
t527	1	0
t529	1	0
t533	1	0
t534	1	0
t536	1	0
t537	1	0
t538	1	0
t540	1	0
t542	1	0
t543	1	0
t544	1	0
t545	1	0
t546	1	0
t549	1	0
t551	1	0
t555	1	0
t556	1	0
t557	1	0
t559	1	0
t567	1	0
t568	1	0
t572	1	0
t573	1	0
t574	1	0
t575	1	0
t576	1	0
t577	1	0
t578	1	0
t579	1	0
t580	1	0
t581	1	0
t584	1	0
t586	1	0
t587	1	0
t592	1	0
t593	1	0
t594	1	0
t595	1	0
t598	1	0
t599	1	0
t602	1	0
t605	1	0
t606	1	0
t612	1	0
t614	1	1
t615	1	0
t616	1	0
t618	1	0
t621	1	0
t626	1	0
t636	1	0
t639	1	0
t640	1	0
t642	1	0
t643	1	0
t644	1	0
t648	1	0
t650	1	0
t653	1	0
t654	1	0
t655	1	0
t656	1	0
t657	1	0
t661	1	0
t662	1	0
t672	1	0
t673	1	0
t674	1	0
t675	1	0
t676	1	0
t678	1	0
t679	1	0
t681	1	0
t682	1	0
t684	1	0
t686	1	0
t691	1	0
t692	1	0
t693	1	0
t697	1	0
t698	1	0
t699	1	0
t701	1	0
t706	1	0
t708	1	0
t711	1	0
t716	1	0
t721	1	0
t722	1	0
t723	1	0
t725	1	0
t726	1	0
t736	1	0
