taxon	int_1	int_2	int_3
t1	0	0	1
t2	0	0	1
t3	0	0	1
t4	0	0	1
t7	0	0	1
t8	0	1	1
t10	1	1	1
t12	0	0	1
t13	0	1	1
t14	1	1	0
t15	0	0	1
t16	0	0	1
t20	1	1	0
t23	0	1	1
t24	1	1	0
t25	0	1	0
t26	1	1	0
t30	1	1	0
t32	1	1	0
t33	0	1	0
t34	1	0	0
t35	1	0	0
t38	1	0	0
t42	1	1	0
t44	1	0	0
t45	1	1	0
t46	0	1	0
t47	0	1	0
t50	1	0	0
t53	1	0	0
t54	0	0	1
t55	1	1	0
t56	1	0	0
t58	1	0	0
t60	1	0	0
t64	1	0	0
t65	1	0	0
t66	1	1	0
t70	1	0	0
t71	1	0	0
t72	1	1	0
t73	0	1	0
t74	1	1	0
t75	1	1	0
t76	1	0	0
t77	1	0	0
t78	1	0	0
t82	1	1	0
t83	0	1	0
t85	1	0	0
t91	1	0	0
t92	1	0	0
t93	1	0	0
t97	1	0	0
t98	1	0	0
t99	1	0	0
t101	1	0	0
t103	1	0	0
t104	1	0	0
t105	1	0	0
t107	1	1	0
t109	1	0	0
t110	1	0	0
t113	1	0	0
t118	1	1	0
t119	1	0	0
t121	1	0	0
t122	1	0	0
t124	1	0	0
t125	1	0	0
t129	1	0	0
t131	1	1	0
t133	1	0	0
t134	0	1	0
t135	1	0	0
t136	1	0	0
t140	1	0	0
t141	1	0	0
t142	1	0	0
t143	1	0	0
t144	1	0	0
t151	1	0	0
t154	1	0	0
t155	1	0	0
t160	1	0	0
t161	1	0	0
t162	1	0	0
t164	1	0	0
t165	1	0	0
t171	1	0	0
t173	1	0	0
t174	1	1	0
t175	1	1	0
t179	1	0	0
t181	1	0	0
t186	1	0	0
t188	1	0	0
t190	1	0	0
t191	1	0	0
t193	1	0	0
t195	1	0	0
t196	1	0	0
t198	1	0	0
t199	1	0	0
t201	1	0	0
t202	1	0	0
t203	1	0	0
t204	1	0	0
t209	1	1	0
t212	0	1	0
t213	1	0	0
t214	1	0	0
t216	1	0	0
t217	1	0	0
t219	1	0	0
t220	1	0	0
t221	1	0	0
t226	1	0	0
t229	1	0	0
t230	1	0	0
t231	1	0	0
t232	1	0	0
t236	1	0	0
t238	1	0	0
t239	1	0	0
t243	1	0	0
t249	1	0	0
t251	1	0	0
t252	1	0	0
t256	1	0	0
t262	1	0	0
t264	1	0	0
t269	1	0	0
t274	1	0	0
t279	1	0	0
t280	1	0	0
t281	1	0	0
t282	1	0	0
t283	1	0	0
t286	1	0	0
t287	1	0	0
t289	1	0	0
t290	1	0	0
t291	1	0	0
t292	1	0	0
t293	1	0	0
t294	1	0	0
t295	1	0	0
t299	1	0	0
t301	1	0	0
t302	1	0	0
t303	1	0	0
t304	1	0	0
t305	1	0	0
t306	1	0	0
t309	1	0	0
t313	1	0	0
t319	1	0	0
t320	1	0	0
t321	1	0	0
t322	1	0	0
t323	1	0	0
t324	1	0	0
t327	1	0	0
t328	1	0	0
t333	1	0	0
t335	1	0	0
t339	1	0	0
t343	1	0	0
t345	1	0	0
t346	1	0	0
t347	1	0	0
t350	1	0	0
t352	1	0	0
t357	1	0	0
t361	1	0	0
t364	1	0	0
t370	1	0	0
t375	1	0	0
t376	1	0	0
t377	1	0	0
t379	1	0	0
t381	1	0	0
t385	1	0	0
t387	1	0	0
t388	1	0	0
t391	1	0	0
t402	1	0	0
t403	1	0	0
t404	1	0	0
t406	1	0	0
t407	1	0	0
t409	1	0	0
t410	1	0	0
t412	1	0	0
t413	1	0	0
t417	1	0	0
t418	1	0	0
t419	1	0	0
t423	1	0	0
t425	1	0	0
