taxon	fad	lad
t1	8.07369131439676	2.89347670520689
t2	4.90856940872069	4.90856940872069
t3	7.65969860833138	4.00460566252814
t5	3.72457679133363	3.72457679133363
t6	3.29969083832632	3.29969083832632
t7	5.30691843649095	2.28571462027733
t8	5.85377364419401	5.44431498001928
t10	6.76469415581475	1.07133193173987
t12	4.35723391841199	2.25763810812529
t13	0.409620877945837	0.409620877945837
t14	0.419126032879872	0.419126032879872
t15	0.6702908043563	0.6702908043563
t18	1.39804696778456	1.39804696778456
t19	3.74676916600794	0.225780856309155
t23	2.8474266533588	2.8474266533588
t24	1.05298967890785	1.05298967890785
t25	0.571175449406249	0.571175449406249
t26	3.70241316504821	3.70241316504821
t27	1.32590122686834	1.32590122686834
t29	0.748968293181433	0.748968293181433
t30	1.29292847469066	1.29292847469066
t34	1.96680881851111	1.96680881851111
t35	1.54763774970658	1.3459722156896
